# current date and time = 2023-05-09 23:26:08
# current battery = 3.000000
month,day,hour,minutes15,minutes,temperature05,temperature01,lvdt,watermark1,watermark2
5,8,12,0,56,19.5,19.3,-0.0335,310.0,350.0
5,8,12,0,57,19.0,19.200000000000003,-0.0335,310.0,350.0
5,8,12,0,58,19.0,19.200000000000003,-0.034,310.0,350.0
5,8,12,0,59,19.0,19.200000000000003,-0.035,310.0,350.0
5,8,13,0,0,19.0,19.200000000000003,-0.035,310.0,350.0
5,8,13,0,1,19.0,19.200000000000003,-0.035,310.0,350.0
5,8,13,0,2,19.0,19.200000000000003,-0.035500000000000004,310.0,350.0
5,8,13,0,3,19.0,19.200000000000003,-0.0345,310.0,350.0
5,8,13,0,4,19.0,19.200000000000003,-0.029500000000000002,310.0,350.0
5,8,13,0,5,19.0,19.200000000000003,-0.029500000000000002,310.0,350.0
5,8,13,0,6,19.0,19.200000000000003,-0.029500000000000002,310.0,350.0
5,8,13,0,7,19.0,19.200000000000003,-0.0285,310.0,350.0
5,8,13,0,8,19.5,19.3,-0.03,310.0,350.0
5,8,13,0,9,19.5,19.3,-0.03,310.0,350.0
5,8,13,0,10,19.5,19.3,-0.023,310.0,350.0
5,8,13,0,11,19.5,19.400000000000002,-0.0205,310.0,350.0
5,8,13,0,12,19.5,19.5,-0.015,310.0,350.0
5,8,13,0,13,19.5,19.6,16.3825,310.0,350.0
5,8,13,0,14,19.5,19.700000000000003,-0.0,310.0,350.0
5,8,13,0,15,20.0,19.8,16.3805,310.0,350.0
5,8,13,0,16,20.0,19.900000000000002,16.381,310.0,350.0
5,8,13,0,17,20.0,20.0,16.38,310.0,350.0
5,8,13,0,18,20.0,20.1,16.38,310.0,350.0
5,8,13,0,19,20.0,20.1,16.3795,310.0,350.0
5,8,13,0,20,20.0,20.200000000000003,16.3795,310.0,350.0
5,8,13,0,21,20.0,20.200000000000003,16.3745,310.0,350.0
5,8,13,0,22,20.0,20.200000000000003,16.3685,310.0,350.0
5,8,13,0,23,20.0,20.200000000000003,16.371,310.0,350.0
5,8,13,0,24,20.5,20.3,16.3705,310.0,350.0
5,8,13,0,25,20.5,20.3,16.3695,310.0,350.0
5,8,13,0,26,20.5,20.3,16.3705,310.0,350.0
5,8,13,0,27,20.5,20.3,16.3675,310.0,350.0
5,8,13,0,28,20.5,20.3,16.367,310.0,350.0
5,8,13,0,29,20.5,20.3,16.368000000000002,310.0,350.0
5,8,13,0,30,20.5,20.3,16.369,310.0,350.0
5,8,13,0,31,20.0,20.200000000000003,16.369,310.0,350.0
5,8,13,0,32,20.0,20.200000000000003,16.369,310.0,350.0
5,8,13,0,33,20.0,20.200000000000003,16.369,310.0,350.0
5,8,13,0,34,20.0,20.200000000000003,16.369,310.0,350.0
5,8,13,0,35,20.0,20.200000000000003,16.369,310.0,350.0
5,8,13,0,36,20.0,20.200000000000003,16.369,310.0,350.0
5,8,13,0,37,20.0,20.1,16.3685,310.0,350.0
5,8,13,0,38,20.0,20.1,16.369,310.0,350.0
5,8,13,0,39,20.0,20.1,16.369,310.0,350.0
5,8,13,0,40,20.0,20.1,16.3645,310.0,350.0
5,8,13,0,41,20.0,20.1,16.365000000000002,310.0,350.0
5,8,13,0,42,20.0,20.1,16.365000000000002,310.0,350.0
5,8,13,0,43,20.0,20.1,16.3675,310.0,350.0
5,8,13,0,44,20.0,20.1,16.3675,310.0,350.0
5,8,13,0,45,20.0,20.1,16.3675,310.0,350.0
5,8,13,0,46,20.0,20.0,16.367,310.0,350.0
5,8,13,0,47,20.0,20.1,16.367,310.0,350.0
5,8,13,0,48,20.0,20.1,16.3675,310.0,350.0
5,8,13,0,49,20.0,20.1,16.3675,310.0,350.0
5,8,13,0,50,20.0,20.1,16.367,310.0,350.0
5,8,13,0,51,20.0,20.1,16.367,310.0,350.0
5,8,13,0,52,20.0,20.1,16.367,310.0,350.0
5,8,13,0,53,20.0,20.1,16.367,310.0,350.0
5,8,13,0,54,20.0,20.1,16.366500000000002,310.0,350.0
5,8,13,0,55,20.0,20.1,16.366500000000002,310.0,350.0
5,8,13,0,56,20.0,20.1,16.366500000000002,310.0,350.0
5,8,13,0,57,20.0,20.1,16.366500000000002,310.0,350.0
5,8,13,0,58,20.0,20.200000000000003,16.366,310.0,350.0
5,8,13,0,59,20.0,20.200000000000003,16.365000000000002,310.0,350.0
5,8,14,0,0,20.0,20.200000000000003,16.359,310.0,350.0
5,8,14,0,1,20.5,20.3,16.3585,310.0,350.0
5,8,14,0,2,20.5,20.3,16.358,310.0,350.0
5,8,14,0,3,20.5,20.3,16.3525,310.0,350.0
5,8,14,0,4,20.5,20.400000000000002,16.352,310.0,350.0
5,8,14,0,5,20.5,20.400000000000002,16.35,310.0,350.0
5,8,14,0,6,20.5,20.400000000000002,16.3495,310.0,350.0
5,8,14,0,7,20.5,20.5,16.349,310.0,350.0
5,8,14,0,8,20.5,20.5,16.3435,310.0,350.0
5,8,14,0,9,20.5,20.5,16.3425,310.0,350.0
5,8,14,0,10,20.5,20.6,16.3425,310.0,350.0
5,8,14,0,11,20.5,20.6,16.3425,310.0,350.0
5,8,14,0,12,20.5,20.6,16.338,310.0,350.0
5,8,14,0,13,20.5,20.700000000000003,16.3385,310.0,350.0
5,8,14,0,14,20.5,20.700000000000003,16.338,310.0,350.0
5,8,14,0,15,20.5,20.700000000000003,16.337,310.0,350.0
5,8,14,0,16,21.0,20.8,16.3365,310.0,350.0
5,8,14,0,17,21.0,20.8,16.337,310.0,350.0
5,8,14,0,18,21.0,20.8,16.337,310.0,350.0
5,8,14,0,19,21.0,20.8,16.3375,310.0,350.0
5,8,14,0,20,21.0,20.8,16.3375,310.0,350.0
5,8,14,0,21,21.0,20.8,16.3375,310.0,350.0
5,8,14,0,22,21.0,20.8,16.337,310.0,350.0
5,8,14,0,23,21.0,20.8,16.337,310.0,350.0
5,8,14,0,24,21.0,20.8,16.337,310.0,350.0
5,8,14,0,25,21.0,20.8,16.335,310.0,350.0
5,8,14,0,26,21.0,20.8,16.335,310.0,350.0
5,8,14,0,27,21.0,20.8,16.335,310.0,350.0
5,8,14,0,28,21.0,20.8,16.334500000000002,310.0,350.0
5,8,14,0,29,21.0,20.8,16.3335,310.0,350.0
5,8,14,0,30,21.0,20.900000000000002,16.333000000000002,310.0,350.0
5,8,14,0,31,21.0,20.900000000000002,16.332,300.0,350.0
5,8,14,0,32,21.0,20.900000000000002,16.3235,310.0,350.0
5,8,14,0,33,21.0,21.0,16.3235,310.0,350.0
5,8,14,0,34,21.0,21.0,16.324,310.0,350.0
5,8,14,0,35,21.0,21.0,16.323,300.0,350.0
5,8,14,0,36,21.0,21.1,16.3195,310.0,350.0
5,8,14,0,37,21.0,21.1,16.319,310.0,350.0
5,8,14,0,38,21.0,21.1,16.3195,310.0,350.0
5,8,14,0,39,21.0,21.200000000000003,16.319,310.0,350.0
5,8,14,0,40,21.0,21.200000000000003,16.3195,310.0,350.0
5,8,14,0,41,21.0,21.200000000000003,16.319,310.0,350.0
5,8,14,0,42,21.5,21.3,16.3105,310.0,350.0
5,8,14,0,43,21.5,21.3,16.31,310.0,350.0
5,8,14,0,44,21.5,21.3,16.3105,310.0,350.0
5,8,14,0,45,21.5,21.3,16.3105,310.0,350.0
5,8,14,0,46,21.5,21.3,16.3105,310.0,350.0
5,8,14,0,47,21.5,21.3,16.3105,310.0,350.0
5,8,14,0,48,21.5,21.3,16.3105,310.0,350.0
5,8,14,0,49,21.5,21.3,16.31,310.0,350.0
5,8,14,0,50,21.0,21.200000000000003,16.3105,310.0,350.0
5,8,14,0,51,21.0,21.200000000000003,16.3105,310.0,350.0
5,8,14,0,52,21.0,21.200000000000003,16.3105,310.0,350.0
5,8,14,0,53,21.0,21.200000000000003,16.3105,310.0,350.0
5,8,14,0,54,21.0,21.200000000000003,16.3085,310.0,350.0
5,8,14,0,55,21.0,21.200000000000003,16.309,300.0,350.0
5,8,14,0,56,21.0,21.200000000000003,16.309,300.0,350.0
5,8,14,0,57,21.0,21.200000000000003,16.309,300.0,350.0
5,8,14,0,58,21.0,21.200000000000003,16.309,300.0,350.0
5,8,14,0,59,21.0,21.1,16.309,300.0,350.0
5,8,15,0,0,21.0,21.1,16.3095,300.0,350.0
5,8,15,0,1,21.0,21.1,16.309,300.0,350.0
5,8,15,0,2,21.0,21.1,16.309,300.0,350.0
5,8,15,0,3,21.0,21.1,16.3095,300.0,350.0
5,8,15,0,4,21.0,21.1,16.309,300.0,350.0
5,8,15,0,5,21.0,21.1,16.309,300.0,350.0
5,8,15,0,6,21.0,21.1,16.3095,300.0,350.0
5,8,15,0,7,21.0,21.1,16.3095,300.0,350.0
5,8,15,0,8,21.0,21.1,16.3095,300.0,350.0
5,8,15,0,9,21.0,21.1,16.31,300.0,350.0
5,8,15,0,10,21.0,21.1,16.3095,300.0,350.0
5,8,15,0,11,21.0,21.1,16.3095,300.0,350.0
5,8,15,0,12,21.0,21.0,16.31,300.0,350.0
5,8,15,0,13,21.0,21.0,16.3105,300.0,350.0
5,8,15,0,14,21.0,21.0,16.31,300.0,350.0
5,8,15,0,15,21.0,21.0,16.31,300.0,350.0
5,8,15,0,16,21.0,21.1,16.3095,300.0,350.0
5,8,15,0,17,21.0,21.1,16.3095,300.0,350.0
5,8,15,0,18,21.0,21.1,16.309,300.0,350.0
5,8,15,0,19,21.0,21.200000000000003,16.3095,300.0,350.0
5,8,15,0,20,21.0,21.200000000000003,16.309,300.0,350.0
5,8,15,0,21,21.5,21.3,16.309,300.0,350.0
5,8,15,0,22,21.5,21.3,16.3075,300.0,350.0
5,8,15,0,23,21.5,21.400000000000002,16.308,300.0,350.0
5,8,15,0,24,21.5,21.400000000000002,16.3075,300.0,350.0
5,8,15,0,25,21.5,21.400000000000002,16.3075,300.0,350.0
5,8,15,0,26,21.5,21.5,16.308,300.0,350.0
5,8,15,0,27,21.5,21.5,16.308,300.0,350.0
5,8,15,0,28,21.5,21.5,16.3075,300.0,350.0
5,8,15,0,29,21.5,21.6,16.308,300.0,350.0
5,8,15,0,30,21.5,21.6,16.3075,300.0,350.0
5,8,15,0,31,21.5,21.6,16.3075,300.0,350.0
5,8,15,0,32,21.5,21.700000000000003,16.307,300.0,350.0
5,8,15,0,33,22.0,21.8,16.3065,300.0,350.0
5,8,15,0,34,22.0,21.8,16.307,300.0,350.0
5,8,15,0,35,22.0,21.900000000000002,16.3065,300.0,350.0
5,8,15,0,36,22.0,22.0,16.305500000000002,300.0,350.0
5,8,15,0,37,22.0,22.1,16.304000000000002,300.0,350.0
5,8,15,0,38,22.0,22.1,16.302,300.0,350.0
5,8,15,0,39,22.0,22.200000000000003,16.301000000000002,300.0,350.0
5,8,15,0,40,22.0,22.200000000000003,16.299500000000002,300.0,350.0
5,8,15,0,41,22.5,22.3,16.2985,300.0,350.0
5,8,15,0,42,22.5,22.400000000000002,16.2915,300.0,350.0
5,8,15,0,43,22.5,22.400000000000002,16.2915,300.0,350.0
5,8,15,0,44,22.5,22.400000000000002,16.2915,300.0,350.0
5,8,15,0,45,22.5,22.5,16.292,300.0,350.0
5,8,15,0,46,22.5,22.5,16.2915,300.0,350.0
5,8,15,0,47,22.5,22.5,16.292,300.0,350.0
5,8,15,0,48,22.5,22.400000000000002,16.292,300.0,350.0
5,8,15,0,49,22.5,22.400000000000002,16.292,300.0,350.0
5,8,15,0,50,22.5,22.400000000000002,16.2925,300.0,350.0
5,8,15,0,51,22.5,22.3,16.2925,300.0,350.0
5,8,15,0,52,22.5,22.3,16.293,300.0,350.0
5,8,15,0,53,22.0,22.200000000000003,16.2935,300.0,350.0
5,8,15,0,54,22.0,22.1,16.292,300.0,350.0
5,8,15,0,55,22.0,22.1,16.292,300.0,350.0
5,8,15,0,56,22.0,22.0,16.2925,300.0,350.0
5,8,15,0,57,22.0,22.0,16.2925,300.0,350.0
5,8,15,0,58,22.0,21.900000000000002,16.2925,300.0,350.0
5,8,15,0,59,22.0,21.8,16.293,300.0,350.0
5,8,16,0,0,22.0,21.8,16.293,300.0,350.0
5,8,16,0,1,21.5,21.700000000000003,16.293,300.0,350.0
5,8,16,0,2,21.5,21.700000000000003,16.293,300.0,350.0
5,8,16,0,3,21.5,21.700000000000003,16.2935,300.0,350.0
5,8,16,0,4,21.5,21.6,16.293,300.0,350.0
5,8,16,0,5,21.5,21.6,16.2935,300.0,350.0
5,8,16,0,6,21.5,21.5,16.2935,300.0,350.0
5,8,16,0,7,21.5,21.5,16.293,310.0,350.0
5,8,16,0,8,21.5,21.5,16.2935,300.0,350.0
5,8,16,0,9,21.5,21.400000000000002,16.294,300.0,350.0
5,8,16,0,10,21.5,21.400000000000002,16.294,300.0,350.0
5,8,16,0,11,21.5,21.400000000000002,16.2945,300.0,350.0
5,8,16,0,12,21.5,21.400000000000002,16.2945,300.0,350.0
5,8,16,0,13,21.5,21.400000000000002,16.2965,300.0,350.0
5,8,16,0,14,21.5,21.400000000000002,16.2965,300.0,350.0
5,8,16,0,15,21.5,21.400000000000002,16.2965,300.0,350.0
5,8,16,0,16,21.5,21.400000000000002,16.2965,310.0,350.0
5,8,16,0,17,21.5,21.400000000000002,16.2965,310.0,350.0
5,8,16,0,18,21.5,21.400000000000002,16.2985,310.0,350.0
5,8,16,0,19,21.5,21.400000000000002,16.2985,300.0,350.0
5,8,16,0,20,21.5,21.400000000000002,16.2985,300.0,350.0
5,8,16,0,21,21.5,21.400000000000002,16.299,300.0,350.0
5,8,16,0,22,21.5,21.400000000000002,16.299,300.0,350.0
5,8,16,0,23,21.5,21.400000000000002,16.3,300.0,350.0
5,8,16,0,24,21.5,21.400000000000002,16.3,310.0,350.0
5,8,16,0,25,21.5,21.400000000000002,16.3,300.0,350.0
5,8,16,0,26,21.5,21.400000000000002,16.3,310.0,350.0
5,8,16,0,27,21.5,21.400000000000002,16.3,300.0,350.0
5,8,16,0,28,21.5,21.400000000000002,16.3,300.0,350.0
5,8,16,0,29,21.5,21.400000000000002,16.3,300.0,350.0
5,8,16,0,30,21.5,21.400000000000002,16.3,310.0,350.0
5,8,16,0,31,21.5,21.400000000000002,16.3,310.0,350.0
5,8,16,0,32,21.5,21.400000000000002,16.3,300.0,350.0
5,8,16,0,33,21.5,21.400000000000002,16.301000000000002,300.0,350.0
5,8,16,0,34,21.5,21.400000000000002,16.302500000000002,300.0,350.0
5,8,16,0,35,21.5,21.3,16.302500000000002,300.0,350.0
5,8,16,0,36,21.5,21.3,16.303,310.0,350.0
5,8,16,0,37,21.5,21.3,16.302500000000002,300.0,350.0
5,8,16,0,38,21.5,21.3,16.3035,300.0,350.0
5,8,16,0,39,21.0,21.200000000000003,16.306,300.0,350.0
5,8,16,0,40,21.0,21.200000000000003,16.306,300.0,350.0
5,8,16,0,41,21.0,21.200000000000003,16.3065,300.0,350.0
5,8,16,0,42,21.0,21.200000000000003,16.3075,310.0,350.0
5,8,16,0,43,21.0,21.1,16.308,300.0,350.0
5,8,16,0,44,21.0,21.1,16.3095,310.0,350.0
5,8,16,0,45,21.0,21.1,16.31,310.0,350.0
5,8,16,0,46,21.0,21.1,16.3105,300.0,350.0
5,8,16,0,47,21.0,21.0,16.311,300.0,350.0
5,8,16,0,48,21.0,21.0,16.311,300.0,350.0
5,8,16,0,49,21.0,21.0,16.3115,300.0,350.0
5,8,16,0,50,21.0,21.0,16.312,310.0,350.0
5,8,16,0,51,21.0,21.0,16.3125,310.0,350.0
5,8,16,0,52,21.0,21.0,16.3125,300.0,350.0
5,8,16,0,53,21.0,21.0,16.313,310.0,350.0
5,8,16,0,54,21.0,21.0,16.3125,300.0,350.0
5,8,16,0,55,21.0,21.0,16.313,310.0,350.0
5,8,16,0,56,21.0,21.0,16.313,310.0,350.0
5,8,16,0,57,21.0,21.0,16.313,300.0,350.0
5,8,16,0,58,21.0,21.0,16.3125,300.0,350.0
5,8,16,0,59,21.0,21.0,16.313,310.0,350.0
5,8,17,0,0,21.0,21.0,16.313,310.0,350.0
5,8,17,0,1,21.0,21.1,16.3125,310.0,350.0
5,8,17,0,2,21.0,21.1,16.3125,300.0,350.0
5,8,17,0,3,21.0,21.1,16.3125,310.0,350.0
5,8,17,0,4,21.0,21.1,16.313,310.0,350.0
5,8,17,0,5,21.0,21.1,16.312,310.0,350.0
5,8,17,0,6,21.0,21.200000000000003,16.3125,310.0,350.0
5,8,17,0,7,21.0,21.200000000000003,16.3125,310.0,350.0
5,8,17,0,8,21.0,21.200000000000003,16.3125,300.0,350.0
5,8,17,0,9,21.0,21.200000000000003,16.3125,310.0,350.0
5,8,17,0,10,21.0,21.200000000000003,16.312,310.0,350.0
5,8,17,0,11,21.5,21.3,16.3125,310.0,350.0
5,8,17,0,12,21.5,21.3,16.312,310.0,350.0
5,8,17,0,13,21.5,21.3,16.3125,310.0,350.0
5,8,17,0,14,21.5,21.3,16.312,310.0,350.0
5,8,17,0,15,21.5,21.3,16.312,310.0,350.0
5,8,17,0,16,21.5,21.400000000000002,16.312,310.0,350.0
5,8,17,0,17,21.5,21.400000000000002,16.312,310.0,350.0
5,8,17,0,18,21.5,21.400000000000002,16.312,300.0,350.0
5,8,17,0,19,21.5,21.400000000000002,16.312,310.0,350.0
5,8,17,0,20,21.5,21.400000000000002,16.3125,310.0,350.0
5,8,17,0,21,21.5,21.400000000000002,16.312,310.0,350.0
5,8,17,0,22,21.5,21.400000000000002,16.3125,310.0,350.0
5,8,17,0,23,21.5,21.400000000000002,16.3125,300.0,350.0
5,8,17,0,24,21.5,21.400000000000002,16.312,310.0,350.0
5,8,17,0,25,21.5,21.400000000000002,16.3125,310.0,350.0
5,8,17,0,26,21.5,21.400000000000002,16.3125,310.0,350.0
5,8,17,0,27,21.5,21.400000000000002,16.3125,300.0,350.0
5,8,17,0,28,21.5,21.400000000000002,16.3125,300.0,350.0
5,8,17,0,29,21.5,21.400000000000002,16.3125,310.0,350.0
5,8,17,0,30,21.5,21.400000000000002,16.312,310.0,350.0
5,8,17,0,31,21.5,21.400000000000002,16.312,310.0,350.0
5,8,17,0,32,21.5,21.400000000000002,16.312,310.0,350.0
5,8,17,0,33,21.5,21.5,16.312,310.0,350.0
5,8,17,0,34,21.5,21.5,16.312,310.0,350.0
5,8,17,0,35,21.5,21.5,16.312,300.0,350.0
5,8,17,0,36,21.5,21.5,16.3115,310.0,350.0
5,8,17,0,37,21.5,21.5,16.312,310.0,350.0
5,8,17,0,38,21.5,21.5,16.312,310.0,350.0
5,8,17,0,39,21.5,21.5,16.312,300.0,350.0
5,8,17,0,40,21.5,21.5,16.312,310.0,350.0
5,8,17,0,41,21.5,21.5,16.312,310.0,350.0
5,8,17,0,42,21.5,21.5,16.3125,310.0,350.0
5,8,17,0,43,21.5,21.5,16.3125,310.0,350.0
5,8,17,0,44,21.5,21.5,16.312,310.0,350.0
5,8,17,0,45,21.5,21.5,16.3125,300.0,350.0
5,8,17,0,46,21.5,21.400000000000002,16.3125,310.0,350.0
5,8,17,0,47,21.5,21.400000000000002,16.3125,310.0,350.0
5,8,17,0,48,21.5,21.400000000000002,16.3125,300.0,350.0
5,8,17,0,49,21.5,21.400000000000002,16.313,310.0,350.0
5,8,17,0,50,21.5,21.3,16.3125,310.0,350.0
5,8,17,0,51,21.5,21.3,16.313,310.0,350.0
5,8,17,0,52,21.5,21.3,16.313,310.0,350.0
5,8,17,0,53,21.0,21.200000000000003,16.313,310.0,350.0
5,8,17,0,54,21.0,21.200000000000003,16.3125,310.0,350.0
5,8,17,0,55,21.0,21.200000000000003,16.313,310.0,350.0
5,8,17,0,56,21.0,21.200000000000003,16.313,310.0,350.0
5,8,17,0,57,21.0,21.200000000000003,16.313,300.0,350.0
5,8,17,0,58,21.0,21.200000000000003,16.313,300.0,350.0
5,8,17,0,59,21.0,21.1,16.3135,310.0,350.0
5,8,18,0,0,21.0,21.1,16.313,310.0,350.0
5,8,18,0,1,21.0,21.1,16.313,310.0,350.0
5,8,18,0,2,21.0,21.1,16.3135,310.0,350.0
5,8,18,0,3,21.0,21.1,16.3135,310.0,350.0
5,8,18,0,4,21.0,21.1,16.315,310.0,350.0
5,8,18,0,5,21.0,21.0,16.3165,310.0,350.0
5,8,18,0,6,21.0,21.0,16.3175,310.0,350.0
5,8,18,0,7,21.0,21.0,16.3185,310.0,350.0
5,8,18,0,8,21.0,20.900000000000002,16.32,310.0,350.0
5,8,18,0,9,21.0,20.900000000000002,16.321,310.0,350.0
5,8,18,0,10,21.0,20.900000000000002,16.3215,310.0,350.0
5,8,18,0,11,21.0,20.900000000000002,16.3225,310.0,350.0
5,8,18,0,12,21.0,20.8,16.324,310.0,350.0
5,8,18,0,13,21.0,20.8,16.3245,310.0,350.0
5,8,18,0,14,21.0,20.8,16.326,310.0,350.0
5,8,18,0,15,21.0,20.8,16.327,310.0,350.0
5,8,18,0,16,20.5,20.700000000000003,16.328,310.0,350.0
5,8,18,0,17,20.5,20.700000000000003,16.3295,300.0,350.0
5,8,18,0,18,20.5,20.700000000000003,16.330000000000002,310.0,350.0
5,8,18,0,19,20.5,20.700000000000003,16.331,310.0,350.0
5,8,18,0,20,20.5,20.6,16.332,310.0,350.0
5,8,18,0,21,20.5,20.6,16.341,310.0,350.0
5,8,18,0,22,20.5,20.6,16.341,310.0,350.0
5,8,18,0,23,20.5,20.5,16.341,310.0,350.0
5,8,18,0,24,20.5,20.5,16.3415,310.0,350.0
5,8,18,0,25,20.5,20.5,16.3415,310.0,350.0
5,8,18,0,26,20.5,20.5,16.3415,310.0,350.0
5,8,18,0,27,20.5,20.5,16.342,300.0,350.0
5,8,18,0,28,20.5,20.400000000000002,16.342,310.0,350.0
5,8,18,0,29,20.5,20.400000000000002,16.3425,300.0,350.0
5,8,18,0,30,20.5,20.400000000000002,16.343,300.0,350.0
5,8,18,0,31,20.5,20.400000000000002,16.344,310.0,350.0
5,8,18,0,32,20.5,20.400000000000002,16.344,300.0,350.0
5,8,18,0,33,20.5,20.3,16.3455,300.0,350.0
5,8,18,0,34,20.5,20.3,16.346,310.0,350.0
5,8,18,0,35,20.5,20.3,16.347,300.0,350.0
5,8,18,0,36,20.5,20.3,16.348,310.0,350.0
5,8,18,0,37,20.5,20.3,16.349,310.0,350.0
5,8,18,0,38,20.0,20.200000000000003,16.3505,310.0,350.0
5,8,18,0,39,20.0,20.200000000000003,16.352,310.0,350.0
5,8,18,0,40,20.0,20.200000000000003,16.354,310.0,350.0
5,8,18,0,41,20.0,20.200000000000003,16.3585,310.0,350.0
5,8,18,0,42,20.0,20.1,16.363,310.0,350.0
5,8,18,0,43,20.0,20.1,16.364,310.0,350.0
5,8,18,0,44,20.0,20.0,16.3685,300.0,350.0
5,8,18,0,45,20.0,19.900000000000002,16.378,300.0,350.0
5,8,18,0,46,20.0,19.900000000000002,-0.0145,310.0,350.0
5,8,18,0,47,20.0,19.8,-0.0335,310.0,350.0
5,8,18,0,48,19.5,19.700000000000003,-0.0415,310.0,350.0
5,8,18,0,49,19.5,19.6,-0.045,310.0,350.0
5,8,18,0,50,19.5,19.5,-0.0495,310.0,350.0
5,8,18,0,51,19.5,19.3,-0.057,310.0,350.0
5,8,18,0,52,19.0,19.200000000000003,-0.0825,310.0,350.0
5,8,18,0,53,19.0,19.1,-0.094,310.0,350.0
5,8,18,0,54,19.0,19.0,-0.1065,310.0,350.0
5,8,18,0,55,19.0,18.8,-0.116,310.0,350.0
5,8,18,0,56,18.5,18.6,-0.1255,310.0,350.0
5,8,18,0,57,18.5,18.5,-0.131,310.0,350.0
5,8,18,0,58,18.5,18.3,-0.1325,310.0,350.0
5,8,18,0,59,18.0,18.2,-0.147,310.0,350.0
5,8,19,0,0,18.0,18.0,-0.148,310.0,350.0
5,8,19,0,1,18.0,17.900000000000002,-0.15,310.0,350.0
5,8,19,0,2,18.0,17.8,-0.149,310.0,350.0
5,8,19,0,3,17.5,17.7,-0.149,310.0,350.0
5,8,19,0,4,17.5,17.6,-0.158,310.0,350.0
5,8,19,0,5,17.5,17.5,-0.1605,310.0,350.0
5,8,19,0,6,17.5,17.400000000000002,-0.1595,310.0,350.0
5,8,19,0,7,17.5,17.400000000000002,-0.1585,310.0,350.0
5,8,19,0,8,17.5,17.3,-0.1545,310.0,350.0
5,8,19,0,9,17.0,17.2,-0.1545,310.0,350.0
5,8,19,0,10,17.0,17.2,-0.154,310.0,350.0
5,8,19,0,11,17.0,17.1,-0.153,310.0,350.0
5,8,19,0,12,17.0,17.1,-0.15,310.0,350.0
5,8,19,0,13,17.0,17.0,-0.1505,310.0,350.0
5,8,19,0,14,17.0,17.0,-0.1505,310.0,350.0
